Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
98,Jameis Winston,CLE,QB,30,12,7,181,296,2121,13,12,25,83,3.32,1,0,0,0,,0,5,2,1,,4,131,131.1,148.1,143.1,,29,,,,181.0,296.0,2632.0,8.9,1356.0,7.5,4.6,765.0,4.2,11.0,4.0,1.0,13.0,4.5,52.0,17.9,205.0,70.4,2.4,61.0,23.0,24.0,71.0,21.6,8.0,5.8,25.0,193.0,20.0,163.0,4.0,30.0,51.0,610.0,25.0,83.0,17.0,72.0,2.9,11.0,0.4,0.0,,,,,,,,,,,,,,,,,,2024
99,Rashod Bateman,BAL,WR,25,17,14,0,0,0,0,0,0,0,,0,72,45,756,16.80,9,0,0,9,,,130,174.6,177.6,152.1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,45.0,756.0,35.0,572.0,12.7,184.0,4.1,13.6,0.0,,4.0,5.6,2.0,125.9,,2024
100,Darnell Mooney,ATL,WR,27,16,16,0,1,0,0,0,0,0,,0,106,64,992,15.50,5,0,0,5,,,129,193.2,196.2,161.2,,31,,,,0.0,1.0,19.0,19.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,4.0,1.0,0.0,1.0,1.0,100.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,106.0,64.0,992.0,48.0,717.0,11.2,275.0,4.3,12.2,6.0,10.7,6.0,5.7,2.0,99.3,,2024
101,Puka Nacua,LAR,WR,23,11,11,0,0,0,0,0,11,46,4.18,1,106,79,990,12.53,3,0,0,4,,,128,206.6,209.6,167.1,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,46.0,2.0,24.0,2.2,22.0,2.0,1.0,11.0,106.0,79.0,990.0,47.0,472.0,6.0,518.0,6.6,7.9,10.0,7.9,1.0,0.9,1.0,108.6,,2024
102,Xavier Worthy,KAN,WR,21,17,13,0,0,0,0,0,20,104,5.20,3,98,59,638,10.81,6,0,0,9,,,128,187.2,193.2,157.7,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,104.0,4.0,71.0,3.6,33.0,1.7,1.0,20.0,98.0,59.0,638.0,36.0,231.0,3.9,407.0,6.9,9.2,0.0,,7.0,7.1,2.0,91.3,,2024
103,D.K. Metcalf,SEA,WR,27,15,12,0,0,0,0,0,0,0,,0,108,66,992,15.03,5,2,2,5,,,125,191.2,196.2,158.2,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,66.0,992.0,35.0,729.0,11.0,263.0,4.0,13.1,3.0,22.0,4.0,3.7,2.0,99.0,,2024
104,Alec Pierce,IND,WR,24,16,13,0,0,0,0,0,0,0,,0,69,37,824,22.27,7,0,0,7,,,124,161.4,164.4,142.9,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,37.0,824.0,32.0,706.0,19.1,118.0,3.2,21.5,0.0,,3.0,4.3,4.0,106.2,,2024
105,Tank Bigsby,JAX,RB,23,16,1,0,0,0,0,0,168,766,4.56,7,12,7,54,7.71,0,4,1,7,,,122,129.0,133.0,125.5,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,766.0,39.0,295.0,1.8,471.0,2.8,14.0,12.0,12.0,7.0,54.0,1.0,-10.0,-1.4,64.0,9.1,-1.1,1.0,7.0,2.0,16.7,1.0,34.7,,2024
106,Quentin Johnston,LAC,WR,23,15,11,0,0,0,0,0,3,6,2.00,0,91,55,711,12.93,8,0,0,8,,,120,174.7,177.7,147.2,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,1.0,0.3,5.0,1.7,1.0,3.0,91.0,55.0,711.0,32.0,405.0,7.4,306.0,5.6,10.8,8.0,6.9,7.0,7.7,1.0,109.7,,2024
107,Will Levis,TEN,QB,25,12,12,190,301,2091,13,12,45,183,4.07,0,0,0,0,,0,10,6,0,,1,120,119.9,143.9,131.9,,30,,,,190.0,301.0,2575.0,8.6,1150.0,6.1,3.8,941.0,5.0,4.0,8.0,0.0,19.0,6.5,55.0,18.8,217.0,74.1,2.4,69.0,15.0,34.0,90.0,24.9,19.0,7.0,31.0,283.0,25.0,258.0,6.0,25.0,67.0,535.0,45.0,183.0,20.0,129.0,2.9,54.0,1.2,4.0,11.3,,,,,,,,,,,,,,,,,2024
108,Justin Fields,PIT,QB,25,10,6,106,161,1106,5,1,62,289,4.66,5,0,0,0,,0,6,1,5,,,119,119.1,127.1,120.1,,31,,,,106.0,161.0,1235.0,7.7,586.0,5.5,3.6,520.0,4.9,3.0,8.0,1.0,7.0,4.6,24.0,15.8,114.0,75.0,2.5,48.0,11.0,16.0,43.0,22.2,17.0,6.3,14.0,49.0,7.0,20.0,7.0,29.0,44.0,229.0,62.0,289.0,19.0,214.0,3.5,75.0,1.2,2.0,31.0,,,,,,,,,,,,,,,,,2024
109,Dak Prescott,DAL,QB,31,8,8,185,286,1978,11,8,13,54,4.15,1,0,0,0,,0,4,1,1,,,117,116.5,128.5,124.5,,32,,,,185.0,286.0,2255.0,7.9,1039.0,5.6,3.6,939.0,5.1,6.0,5.0,2.0,6.0,2.2,50.0,17.9,199.0,71.3,2.3,62.0,31.0,28.0,80.0,25.6,6.0,7.5,32.0,200.0,29.0,200.0,1.0,0.0,42.0,312.0,13.0,54.0,5.0,48.0,3.7,6.0,0.5,0.0,,,,,,,,,,,,,,,,,,2024
110,Keenan Allen,CHI,WR,32,15,15,0,1,0,0,1,0,0,,0,121,70,744,10.63,7,1,0,7,,,114,184.4,188.4,150.4,,37,,,,0.0,1.0,14.0,14.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,121.0,70.0,744.0,43.0,504.0,7.2,240.0,3.4,9.0,1.0,70.0,6.0,5.0,0.0,95.2,,2024
111,Josh Downs,IND,WR,23,14,8,0,0,0,0,0,1,12,12.00,0,107,72,803,11.15,5,0,0,5,,,112,183.5,186.5,147.5,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,,107.0,72.0,803.0,40.0,407.0,5.7,396.0,5.5,6.9,3.0,24.0,5.0,4.7,3.0,93.3,,2024
112,Cooper Rush,DAL,QB,31,12,8,187,308,1844,12,5,26,18,0.69,0,0,0,0,,0,9,3,0,,1,110,109.6,120.6,114.6,,33,,,,187.0,308.0,2077.0,6.7,902.0,4.8,2.9,942.0,5.0,17.0,5.0,1.0,13.0,4.3,55.0,18.2,208.0,68.9,2.3,68.0,25.0,19.0,57.0,17.5,4.0,4.5,35.0,199.0,31.0,194.0,3.0,5.0,41.0,268.0,26.0,18.0,5.0,7.0,0.3,11.0,0.4,0.0,,,,,,,,,,,,,,,,,,2024
113,Cooper Kupp,LAR,WR,31,12,11,0,0,0,0,0,2,10,5.00,0,100,67,710,10.60,6,1,0,6,,,108,175.0,178.0,141.5,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,1.0,9.0,4.5,1.0,0.5,0.0,,100.0,67.0,710.0,28.0,441.0,6.6,269.0,4.0,7.5,2.0,33.5,2.0,2.0,0.0,107.5,,2024
114,Khalil Shakir,BUF,WR,24,15,9,0,0,0,0,0,2,4,2.00,0,100,76,821,10.80,4,1,0,4,,,107,182.5,185.5,144.5,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,1.0,0.5,3.0,1.5,1.0,2.0,100.0,76.0,821.0,35.0,224.0,2.9,597.0,7.9,5.5,6.0,12.7,1.0,1.0,1.0,108.8,,2024
115,Javonte Williams,DEN,RB,24,17,11,0,0,0,0,0,139,513,3.69,4,70,52,346,6.65,0,2,2,4,,,106,157.9,165.9,131.9,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,513.0,30.0,258.0,1.9,255.0,1.8,4.0,34.8,70.0,52.0,346.0,14.0,-49.0,-0.9,395.0,7.6,-0.3,4.0,13.0,7.0,10.0,0.0,84.6,,2024
116,George Pickens,PIT,WR,23,14,12,0,0,0,0,0,2,-6,-3.00,0,103,59,900,15.25,3,1,1,3,,,105,164.4,168.4,134.9,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,-6.0,0.0,-8.0,-4.0,2.0,1.0,0.0,,103.0,59.0,900.0,37.0,685.0,11.6,215.0,3.6,13.3,4.0,14.8,6.0,5.8,2.0,87.8,,2024
117,Jordan Mason,SFO,RB,25,12,6,0,0,0,0,0,153,789,5.16,3,14,11,91,8.27,0,3,1,3,,,104,115.0,119.0,109.5,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,789.0,37.0,441.0,2.9,348.0,2.3,13.0,11.8,14.0,11.0,91.0,5.0,32.0,2.9,59.0,5.4,3.7,1.0,11.0,0.0,0.0,0.0,93.7,,2024
118,Nick Westbrook-Ikhine,TEN,WR,27,17,9,0,0,0,0,0,0,0,,0,60,32,497,15.53,9,0,0,9,,,104,135.7,138.7,119.7,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,32.0,497.0,25.0,373.0,11.7,124.0,3.9,11.5,2.0,16.0,4.0,6.7,3.0,99.8,,2024
119,Deebo Samuel,SFO,WR,28,15,15,0,0,0,0,0,42,136,3.24,1,81,51,670,13.14,3,2,1,4,,,103,153.6,160.6,128.1,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,136.0,5.0,67.0,1.6,69.0,1.6,1.0,42.0,81.0,51.0,670.0,28.0,249.0,4.9,421.0,8.3,6.6,8.0,6.4,6.0,7.4,1.0,96.2,,2024
120,Jalen Tolbert,DAL,WR,25,17,15,0,0,0,0,0,0,0,,0,79,49,610,12.45,7,0,0,7,,,103,152.0,155.0,127.5,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,49.0,610.0,29.0,444.0,9.1,166.0,3.4,11.5,0.0,,3.0,3.8,2.0,104.9,,2024
121,Alexander Mattison,LVR,RB,26,14,7,0,0,0,0,0,132,420,3.18,4,48,36,294,8.17,1,1,1,5,1,,101,137.4,144.4,119.4,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,420.0,25.0,209.0,1.6,211.0,1.6,7.0,18.9,48.0,36.0,294.0,13.0,-20.0,-0.6,314.0,8.7,-0.1,6.0,6.0,2.0,4.2,2.0,79.7,,2024
122,Ray Davis,BUF,RB,25,17,0,0,0,0,0,0,113,442,3.91,3,19,17,189,11.12,3,0,0,6,,,99,116.1,122.1,107.6,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,442.0,25.0,217.0,1.9,225.0,2.0,6.0,18.8,19.0,17.0,189.0,8.0,25.0,1.5,164.0,9.6,0.8,0.0,,0.0,0.0,0.0,147.7,,2024
123,Joe Flacco,IND,QB,39,8,6,162,248,1761,12,7,9,26,2.89,0,0,0,0,,0,4,4,0,,,99,99.0,113.0,106.0,,34,,,,162.0,248.0,2183.0,8.8,1110.0,6.9,4.5,651.0,4.0,5.0,6.0,0.0,11.0,4.5,42.0,17.4,178.0,73.6,2.3,61.0,13.0,18.0,49.0,18.2,3.0,8.7,51.0,494.0,46.0,494.0,0.0,0.0,64.0,530.0,9.0,26.0,2.0,24.0,2.7,2.0,0.2,0.0,,,,,,,,,,,,,,,,,,2024
124,Jalen McMillan,TAM,WR,23,13,12,0,0,0,0,0,4,43,10.75,0,58,37,461,12.46,8,0,0,8,,,98,135.4,138.4,116.9,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,43.0,3.0,26.0,6.5,17.0,4.3,1.0,4.0,58.0,37.0,461.0,23.0,328.0,8.9,133.0,3.6,12.2,1.0,37.0,4.0,6.9,6.0,88.4,,2024
125,Austin Ekeler,WAS,RB,29,12,6,0,0,0,0,0,77,367,4.77,4,41,35,366,10.46,0,3,0,4,,,97,132.3,138.3,114.8,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,367.0,19.0,231.0,3.0,136.0,1.8,3.0,25.7,41.0,35.0,366.0,14.0,-58.0,-1.7,424.0,12.1,-1.4,4.0,8.8,2.0,4.9,0.0,103.9,AP-2,2024
126,Jerome Ford,CLE,RB,25,14,6,0,0,0,0,0,104,565,5.43,3,43,37,225,6.08,0,0,0,3,,,97,134.0,140.0,115.5,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,565.0,25.0,345.0,3.3,220.0,2.1,5.0,20.8,43.0,37.0,225.0,10.0,-69.0,-1.9,294.0,7.9,-0.3,7.0,5.3,1.0,2.3,0.0,88.5,,2024
127,Michael Pittman Jr.,IND,WR,27,16,14,0,0,0,0,0,0,0,,0,111,69,808,11.71,3,1,1,3,,,97,165.8,169.8,131.3,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,69.0,808.0,35.0,549.0,8.0,259.0,3.8,11.0,3.0,23.0,1.0,0.9,4.0,78.2,,2024
128,Mac Jones,JAX,QB,26,10,7,171,262,1672,8,8,28,92,3.29,1,0,0,0,,0,2,2,1,,1,96,96.1,109.1,104.1,,36,,,,171.0,262.0,1869.0,7.1,764.0,4.5,2.9,908.0,5.3,5.0,12.0,0.0,7.0,2.8,45.0,18.0,184.0,73.6,2.3,62.0,9.0,18.0,41.0,14.1,14.0,5.9,27.0,170.0,26.0,170.0,0.0,0.0,33.0,234.0,28.0,92.0,12.0,57.0,2.0,35.0,1.3,0.0,,,,,,,,,,,,,,,,,,2024
129,Gardner Minshew II,LVR,QB,28,10,9,203,306,2013,9,10,19,58,3.05,0,0,0,0,,0,6,4,0,,1,96,96.3,113.3,106.3,,35,,,,203.0,306.0,1828.0,6.0,914.0,4.5,3.0,1099.0,5.4,10.0,22.0,3.0,8.0,2.8,38.0,13.5,214.0,76.2,2.2,109.0,25.0,27.0,81.0,23.4,11.0,5.5,35.0,152.0,32.0,152.0,0.0,0.0,52.0,396.0,19.0,58.0,5.0,45.0,2.4,13.0,0.7,0.0,,,,,,,,,,,,,,,,,,2024
130,Mason Rudolph,TEN,QB,29,8,5,146,228,1530,9,9,25,106,4.24,1,0,0,0,,0,5,1,1,,1,96,95.8,111.8,104.8,,37,,,,146.0,228.0,1591.0,7.0,874.0,6.0,3.8,656.0,4.5,5.0,10.0,3.0,9.0,4.2,39.0,18.1,157.0,73.0,2.6,38.0,15.0,23.0,49.0,19.6,11.0,8.0,16.0,97.0,14.0,84.0,2.0,13.0,42.0,302.0,25.0,106.0,13.0,83.0,3.3,23.0,0.9,1.0,25.0,,,,,,,,,,,,,,,,,2024
131,Tyler Allgeier,ATL,RB,24,17,0,0,0,0,0,0,137,644,4.70,3,13,13,88,6.77,0,0,0,3,1,,93,106.2,109.2,99.7,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,644.0,43.0,288.0,2.1,356.0,2.6,7.0,19.6,13.0,13.0,88.0,2.0,-5.0,-0.4,93.0,7.2,-0.4,2.0,6.5,0.0,0.0,0.0,94.9,,2024
132,Aidan O'Connell,LVR,QB,26,9,7,154,243,1612,8,4,21,30,1.43,1,0,0,0,,0,2,2,1,,,93,93.5,102.5,97.5,,38,,,,154.0,243.0,1915.0,7.9,881.0,5.7,3.6,731.0,4.7,5.0,9.0,1.0,6.0,2.6,49.0,21.0,166.0,71.2,2.4,50.0,27.0,19.0,56.0,21.9,3.0,8.7,20.0,183.0,19.0,174.0,1.0,9.0,46.0,305.0,21.0,30.0,10.0,19.0,0.9,11.0,0.5,0.0,,,,,,,,,,,,,,,,,,2024
133,Demarcus Robinson,LAR,WR,30,17,17,0,0,0,0,0,0,0,,0,64,31,505,16.29,7,0,0,7,,,93,123.5,126.5,108.0,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,31.0,505.0,27.0,434.0,14.0,71.0,2.3,14.2,1.0,31.0,1.0,1.6,4.0,85.7,,2024
134,Adam Thielen,CAR,WR,34,10,10,0,0,0,0,0,0,0,,0,62,48,615,12.81,5,0,0,5,,,92,139.5,142.5,115.5,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,48.0,615.0,28.0,463.0,9.6,152.0,3.2,11.0,1.0,48.0,2.0,3.2,4.0,107.9,,2024
135,Jaylen Waddle,MIA,WR,26,15,15,0,0,0,0,0,4,12,3.00,0,83,58,744,12.83,2,0,0,2,2,,92,149.6,152.6,120.6,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,1.0,8.0,2.0,4.0,1.0,0.0,,83.0,58.0,744.0,38.0,508.0,8.8,236.0,4.1,10.0,0.0,,8.0,9.6,3.0,90.6,,2024
136,Travis Etienne,JAX,RB,25,15,15,0,0,0,0,0,150,558,3.72,2,52,39,254,6.51,0,1,1,2,,,91,130.2,137.2,110.7,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,558.0,31.0,283.0,1.9,275.0,1.8,3.0,50.0,52.0,39.0,254.0,13.0,-42.0,-1.1,296.0,7.6,0.2,4.0,9.8,2.0,3.8,1.0,76.9,,2024
137,DeAndre Hopkins,2TM,WR,32,16,8,0,0,0,0,0,0,0,,0,80,56,610,10.89,5,1,0,5,,,91,147.0,150.0,119.0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,56.0,610.0,35.0,501.0,8.9,109.0,1.9,10.4,3.0,18.7,2.0,2.5,2.0,102.6,,2024
138,Marvin Mims,DEN,WR,22,17,2,0,0,0,0,0,13,42,3.23,0,52,39,503,12.90,6,1,0,6,,,91,129.5,132.5,110.0,,52,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,42.0,3.0,14.0,1.1,28.0,2.2,1.0,13.0,52.0,39.0,503.0,14.0,26.0,0.7,477.0,12.2,7.4,0.0,,3.0,5.8,2.0,127.3,"PB,AP-1",2024
139,Rome Odunze,CHI,WR,22,17,12,0,0,0,0,0,3,15,5.00,0,101,54,734,13.59,3,2,1,3,,,91,144.9,148.9,117.9,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,1.0,6.0,2.0,9.0,3.0,0.0,,101.0,54.0,734.0,37.0,481.0,8.9,253.0,4.7,13.9,4.0,13.5,6.0,5.9,1.0,82.7,,2024
140,Wan'Dale Robinson,NYG,WR,23,17,7,0,0,0,0,0,3,18,6.00,0,140,93,699,7.52,3,0,0,3,,,90,182.7,185.7,136.2,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,1.0,3.0,1.0,15.0,5.0,0.0,,140.0,93.0,699.0,36.0,338.0,3.6,361.0,3.9,4.8,9.0,10.3,6.0,4.3,2.0,79.4,,2024
141,Tank Dell,HOU,WR,25,14,10,0,0,0,0,0,9,43,4.78,0,81,51,667,13.08,3,0,0,3,,,89,140.0,143.0,114.5,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,43.0,3.0,35.0,3.9,8.0,0.9,0.0,,81.0,51.0,667.0,35.0,503.0,9.9,164.0,3.2,12.5,3.0,17.0,6.0,7.4,3.0,85.8,,2024
142,Allen Lazard,NYJ,WR,29,12,10,0,1,0,0,0,0,0,,0,60,37,530,14.32,6,0,0,6,,,89,126.0,129.0,107.5,,55,,,,0.0,1.0,17.0,17.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,60.0,37.0,530.0,29.0,375.0,10.1,155.0,4.2,11.0,0.0,,6.0,10.0,2.0,109.7,,2024
143,Chris Godwin,TAM,WR,28,7,7,0,0,0,0,0,1,2,2.00,0,62,50,576,11.52,5,1,0,5,,,88,137.8,140.8,112.8,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,62.0,50.0,576.0,33.0,226.0,4.5,350.0,7.0,5.7,4.0,12.5,2.0,3.2,1.0,125.5,,2024
144,Romeo Doubs,GNB,WR,24,13,12,0,0,0,0,0,0,0,,0,72,46,601,13.07,4,0,0,4,1,,86,132.1,135.1,109.1,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,46.0,601.0,33.0,466.0,10.1,135.0,2.9,12.3,4.0,11.5,7.0,9.7,2.0,97.0,,2024
145,Jaylen Warren,PIT,RB,26,15,0,0,0,0,0,0,120,511,4.26,1,47,38,310,8.16,0,2,1,1,,,86,124.1,131.1,105.1,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,511.0,28.0,279.0,2.3,232.0,1.9,10.0,12.0,47.0,38.0,310.0,16.0,-5.0,-0.1,315.0,8.3,-0.1,5.0,7.6,1.0,2.1,0.0,94.1,,2024
146,Ameer Abdullah,LVR,RB,31,16,3,0,0,0,0,0,66,311,4.71,2,47,40,261,6.53,3,2,1,5,,,85,125.2,132.2,105.2,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,311.0,14.0,183.0,2.8,128.0,1.9,5.0,13.2,47.0,40.0,261.0,16.0,9.0,0.2,252.0,6.3,0.7,2.0,20.0,0.0,0.0,0.0,111.1,,2024
147,Justice Hill,BAL,RB,27,15,0,0,0,0,0,0,47,228,4.85,1,51,42,383,9.12,3,0,0,4,,,85,127.1,133.1,106.1,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,228.0,14.0,90.0,1.9,138.0,2.9,6.0,7.8,51.0,42.0,383.0,17.0,-55.0,-1.3,438.0,10.4,-0.5,5.0,8.4,2.0,3.9,1.0,109.4,,2024
148,David Njoku,CLE,TE,28,11,11,0,0,0,0,0,0,0,,0,97,64,505,7.89,5,0,0,5,2,,85,148.5,151.5,116.5,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,64.0,505.0,23.0,254.0,4.0,251.0,3.9,5.2,4.0,16.0,7.0,7.2,3.0,83.1,,2024
149,Emanuel Wilson,GNB,RB,25,17,0,0,0,0,0,0,103,502,4.87,4,14,11,48,4.36,1,0,0,5,,,85,96.0,99.0,90.5,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,502.0,27.0,260.0,2.5,242.0,2.3,9.0,11.4,14.0,11.0,48.0,3.0,-51.0,-4.6,99.0,9.0,-4.5,1.0,11.0,0.0,0.0,0.0,104.8,,2024
150,Andrei Iosivas,CIN,WR,25,17,8,0,0,0,0,0,0,0,,0,61,36,479,13.31,6,0,0,6,,,84,119.9,122.9,101.9,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,36.0,479.0,26.0,412.0,11.4,67.0,1.9,11.2,0.0,,5.0,8.2,1.0,109.9,,2024
151,Kyle Pitts,ATL,TE,24,17,15,0,0,0,0,0,0,0,,0,74,47,602,12.81,4,0,0,4,,,84,131.2,134.2,107.7,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,47.0,602.0,21.0,330.0,7.0,272.0,5.8,8.6,4.0,11.8,4.0,5.4,4.0,84.4,,2024
152,Tyjae Spears,TEN,RB,23,12,1,0,0,0,0,0,84,312,3.71,4,35,30,224,7.47,1,1,0,5,,,84,113.6,119.6,98.6,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,312.0,19.0,128.0,1.5,184.0,2.2,13.0,6.5,35.0,30.0,224.0,9.0,-31.0,-1.0,255.0,8.5,-1.2,4.0,7.5,1.0,2.9,0.0,102.9,,2024
153,Calvin Austin III,PIT,WR,25,17,8,0,0,0,0,0,0,0,,0,58,36,548,15.22,4,1,1,5,,,83,118.8,122.8,100.8,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,36.0,548.0,18.0,396.0,11.0,152.0,4.2,12.4,1.0,36.0,3.0,5.2,0.0,116.2,,2024
154,Keon Coleman,BUF,WR,21,13,12,0,0,0,0,0,1,9,9.00,0,57,29,556,19.17,4,0,0,4,1,,83,111.5,114.5,97.0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,8.0,8.0,1.0,1.0,0.0,,57.0,29.0,556.0,22.0,341.0,11.8,215.0,7.4,15.2,4.0,7.3,4.0,7.0,2.0,93.9,,2024
155,Demario Douglas,NWE,WR,24,17,7,0,0,0,0,0,3,16,5.33,0,87,66,621,9.41,3,1,0,3,,,82,147.7,150.7,114.7,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,16.0,0.0,12.0,4.0,4.0,1.3,0.0,,87.0,66.0,621.0,31.0,262.0,4.0,359.0,5.4,5.9,2.0,33.0,7.0,8.0,2.0,97.0,,2024
